,ReviewId,RecipeId,AuthorId,AuthorName,Rating,Review,DateSubmitted,DateModified
14907,18373,32394,37779,ratherbeswimmin,5,"Hey Bev, these were a big hit. Made these for the Zaar Cookathon/4th of July BBQ. I really made them more for the kids but the adults loved them as well. Beautiful color and awesome blueberry flavor. Thanks for a great beat the heat treat :)",2002-07-07T18:03:49Z,2002-07-07T18:03:49Z
63465,69850,69249,67899,Kree6528,5,"Move over Jello, because this is my new favorite pudding! It's so easy to make, and it's really rich and chocolatey. I made it exactly as directed, and it was enjoyed by my whole family, although we each ate so much we only got 3 servings out of it! Thanks for a great non-dairy dessert, Angela!",2003-10-03T16:25:57Z,2003-10-03T16:25:57Z
56141,62170,18244,52607,Chef 920429,5,"Love the recipe,will make again with a couple changes.
I will cut in half,and still have the left overs,and use 1/4 to 1/2 red bell pepper.I didn't bother to blend the salsa in the blender,as we like chunky salsa.
Thanks for the recipe ~Lisa~ :0)

",2003-08-03T10:47:37Z,2003-08-03T10:47:37Z
40992,46061,41330,8688,Bev I Am,5,"Braunda, I threw all the ingredients for this into the crockpot and went out into the beautiful spring air today and had an excellent chicken dinner waiting for me on my return!  The chicken is so tender with this recipe that it simply falls off the bones!  I served it with mashed potatoes and Bergy's Stir Fried Asparagus with Mushrooms recipe #22865, and a crisp green tossed salad.  Delicious and simple!  What more could you ask?  Thank you so much, Braunda, for sharing this recipe with all of us on Zaar!",2003-03-23T14:04:31Z,2003-03-23T14:04:31Z
86365,93855,82941,127667,wombat,5,"I love this cleaner it is really good.

I also Decided to try making a paste from this recipe which I have done It works really well on stubborn stains. All i did was mixed all the ingredients up like the normal recipe added it to the four cups of water cooked it then let it cool down.",2004-03-18T01:24:27Z,2004-03-18T01:24:27Z
3089,5439,11237,17344,George,5,"This is a recipe we use to teach Scouts how to cook in a kitchen.  They don't like mushrooms, so we substitute cream of celery instead.",2001-11-20T16:58:40Z,2001-11-20T16:58:40Z
53373,59120,52253,93626,Sammy D.,5,"Old time Texas food!...I made a batch for ""Wednesday Special"" at my small cafe in Uncertain, Texas... Had to make two more batches that day...It is the best the we, ""River Rats"", have had!",2003-07-13T13:35:17Z,2003-07-13T13:35:17Z
72424,79239,16624,23728,Steve_G,5,"OUTSTANDING, Since it was a Greek recipe I did it on a couple lamb shanks. I added some oil to make enough for a marinade, ground it all up with an immersion blender  then let them sit overnight.  The lemon adds brightness without a being overpowering.  Very well balanced flavors. THANKS DI, your a real princess ;-)",2003-12-14T12:11:45Z,2003-12-14T12:11:45Z
79842,86998,26845,98165,mandikaake,5,This was great!  I didn't have mushrooms which is ok because my dh doesn't like them.  I also only had cream of chicken soup instead of mushroom and added some dill.  It was great!  Thank you.,2004-02-03T05:43:08Z,2004-02-03T05:43:08Z
63090,69454,59789,37449,Sharon123,5,Yummy! This went great with steak and brussel sprouts. Thanks!!!I dipped these in ketchup. MMmmmmm,2003-09-30T15:50:12Z,2003-09-30T15:50:12Z
91253,98997,26485,39835,ellie_,5,Delicious and so easy to put together! Thanks for sharing this keeper!,2004-04-18T04:35:03Z,2004-04-18T04:35:03Z
576,827,8486,6157,Donna Elsten,4,"My hole family loved this recipe.There was alot of chopping for me but I think it is worth it.It is also VERY filling and VERY cheesy,just what my family loves.",2001-05-15T13:25:29Z,2001-05-15T13:25:29Z
70538,77267,26809,18391,najwa,5,"Wow! what a great cake this is! We absolutely loved it! The cake broke apart as I took it out of the pans, and crumbled when I tried to cut it .. but this wasn't anything that couldn't be covered with a little frosting :) this did not detract from the recipe at all and I will definitely make this again!! thanks",2003-11-28T11:29:56Z,2003-11-28T11:29:56Z
57422,63518,35975,95238,Incubus fan,4,"Good, but I think I would leave out the nutmeg next time, there is too much spice. Also my batter was really dry so I didn't drain the zucchini and added a 1/2 cup of water.",2003-08-14T12:53:57Z,2003-08-14T12:53:57Z
76868,83905,24687,101034,Boca Pat,5,"In my opinion this meal was better than restaurant quality. I followed the recipe exactly, except I used canned bean sprouts and left over diced chicken. The sauce however was simply awful!!!
Not your fault Lorac. In my rushing around, I grabbed the baking soda instead of the cornstarch!!! I'm wondering why isn't this sauce thickening???? It tasted sooooo bad and I had no more chicken broth left, so we ate them without a sauce and they were just delicious. I'm looking forward to making them again, with the real sauce!!!! Thanks Lorac for such a nice recipe",2004-01-13T17:07:32Z,2004-01-13T17:07:32Z
24131,28288,33701,45651,BB502,5,"Sorry, I was new and didn't know you were supposed to rate with stars...this deserves 5 stars!",2003-01-21T18:48:47Z,2003-01-21T18:48:47Z
56366,62408,56379,97479,Cassandra Renz,5,"This recipe produced a cake that was light in texture, moist and very rich in flavor.  The only deviation I made was to use cake flour instead of AP flour.  This recipe is definitely a keeper!  ;) Cassandra Renz",2003-08-05T00:06:24Z,2003-08-05T00:06:24Z
60578,66824,47188,93006,LorenLou,4,Very good soup.  I used 12 oz. Velveeta.,2003-09-09T06:11:58Z,2003-09-09T06:11:58Z
3400,5813,14836,25267,Geoff Farmer,5,The best apricot recipe I have tried because it is so simple.,2001-12-04T12:59:22Z,2001-12-04T12:59:22Z
86419,93912,39318,33588,lin18760,5,"This was great,I've never had this before.But I will make again.Thanks.",2004-03-18T15:51:25Z,2004-03-18T15:51:25Z
54462,60269,66485,68715,cuisinebymae,4,Very good spread. Easy to make. I used it to replace the mustard in my egg sandwich. Tasty!,2003-07-21T04:19:41Z,2003-07-21T04:19:41Z
97907,105963,57839,133174,PaulaG,5,"Very easy to put together.  This is a ""honey put in the oven"" dish.  I got everything ready for it to go in the oven and then put in the fridge.  DH put it in the oven when he got home.  Delicious.",2004-06-01T20:43:35Z,2004-06-01T20:43:35Z
10966,14125,12100,24235,CCinSC,4,"These were quite good. I followed the recipe exactly using italian seasoned breadcrumbs, almost a full cup of milk and freshly grated parmigiano reggiano. Be sure to use a good parmesan. It makes a huge difference in the flavor.",2002-05-13T14:20:41Z,2002-05-13T14:20:41Z
20784,24636,28741,49360,Gail Blue Eyes,5,"Wow, what a yummy BBQ chicken recipe. I, like yooper, have been looking for a non-tomato based BBQ sauce. This was fabulous. The chicken was tender and juicy. The sauce was spicy and tangy. Thanks Nurse Di.",2002-09-15T18:32:26Z,2002-09-15T18:32:26Z
82145,89416,65717,93095,Shellbelle,5,"I loved this, and you're right it is so easy!  It's much better than the soup at the Chinese places in my area.  I kept tasting it to see how much hot sauce I wanted and I ended up putting 2 tablespoons in.  Thanks for a great recipe!",2004-02-18T08:28:00Z,2004-02-18T08:28:00Z
87273,94815,24387,127577,turtles,5,My son had shephards pie at a friends house and really liked it.  They moved shortley after and I have never found one he liked until now.  He practically ate the whole thing.  I cooked the beef in a cast iron skillet and then just put the potatoes on top and put it all in the oven.  It was wonderful.,2004-03-23T09:10:07Z,2004-03-23T09:10:07Z
19527,23293,38629,54004,Pariah,5,"Easy and delicious.  Very impressive looking for guests and family.  These were the first to disappear at my family reunion this past weekend!
Will definitely make this one again and again and
again......",2002-09-02T19:12:50Z,2002-09-02T19:12:50Z
87330,94876,75460,74851,Little Suzanne,5,"Very good recipe and yes, I used it as a dessert instead of a salad. I followed your directions exactly but spooned the pudding into little dessert cups, then refrigerated. My family wanted to know what was up, because I hardly every make a dessert during the week. They loved it and that pleases me. Thanks for sharing the recipe.",2004-03-24T05:19:20Z,2004-03-24T05:19:20Z
41375,46455,50284,79439,emiia,2,"The pork was pretty DRY even though the directions call for covered foil for 2 hrs and then I even added in 1C of water for added moisture.  The mixture of sage, rosemary, and garlic won kudos from everyone.",2003-03-25T23:20:09Z,2003-03-25T23:20:09Z
58188,64314,24593,67491,CheekyBear,5,"My family thoroughly enjoyed our strawberries last night! But, I must say that the yogurt and brown sugar was absolutely divine with sliced ripe peaches! Deee...licious!",2003-08-21T08:17:18Z,2003-08-21T08:17:18Z
33204,37957,32369,62043,Miraklegirl,5,"This was my first attempt at homemade bread too, and man was it a success! I made two round loaves and won't be eating dinner tonight as I plow through one of them with butter, jam, cheese and anything else I can get my hands on. Thanks!",2003-01-15T15:55:47Z,2003-01-15T15:55:47Z
21319,25204,10607,27385,polly salama,5,bergy you've outdone yourself again! i used all my garden veggies and this was fabulous!! we have recently decided to cut back on meat and this will be a favorite of ours for sure!!! the flavors are a wonderful blend! i even had fennel from the garden that i used!! thanks bergy!!,2002-09-20T17:32:25Z,2002-09-20T17:32:25Z
74269,81178,54388,118163,MizEmerilLagasse,5,"All I can say is...WOW. What a great cake. I use the dried peaches and pinapple in this cake, and man, this was great. I hope you all in internet land try this. Thank you for posting.",2003-12-28T09:13:02Z,2003-12-28T09:13:02Z
34042,38828,48650,52476,Anita Harris,2,"Although this cake had a good lemon flavorI was disappointed in this recipe.  I found it to be time-consuming and the results weren't what I thought they would be.  I followed the exact directions but the frosting was too thick (so had to add more lemon juice to make it spreadable) and the cake itself was too ""dry"".  ",2003-01-23T10:26:39Z,2003-01-23T10:26:39Z
76152,83148,22803,91584,Melanie Adrienne,5,Just a GREAT Cookie!! Thanks for a sweet treat :-),2004-01-08T19:54:46Z,2004-01-08T19:54:46Z
91086,98827,55952,95743,sugarpea,5,"Beautifully-textured cornbread and I didn't miss the fat at all.  I did, however, miss a bit of salt and about 2 T of sugar or sugar substitute.  I would definitely add that next time.  Thanks, Leona, for giving me a healthier alternative to my husband's favorite, cornbread.",2004-04-16T21:33:37Z,2004-04-16T21:33:37Z
62733,69081,16993,38865,Mary in OR,5,"What a wonderful salad.  I have a sililar recipe I've made for years, but this is better, and will replace the other recipe in my files.  Thank you for sharing.",2003-09-27T10:56:49Z,2003-09-27T10:56:49Z
99400,107528,81017,86398,Diana Filipi,4,"I took most of the brocolli out and blended it until smooth then put it back in the pot before adding the cheese.  Excellent recipe, yummy soup.",2004-06-11T08:25:01Z,2004-06-11T08:25:01Z
12016,15243,25994,31695,Denise in NH,5,"Made this tonight and it was so good. I made it with light Hellmans and a little sour cream. Didn't have any bacon bits, so added some peppers and onions. Thanks for a great pasta salad Misty!",2002-05-29T14:12:59Z,2002-05-29T14:12:59Z
7754,10679,8930,30209,Sisty Gin,5,This recipe is super yummy!  My guests couldn't keep their chips out of it!  I used low fat cream cheese and omitted the red onion.  Still good!  I highly recommend this!,2002-03-24T17:07:11Z,2002-03-24T17:07:11Z
7142,10011,5471,25654,Brabo Antwerpen,5,"Great dish to prepare and eat in the office, when you have a short lunch break.
I substituted the cream of mushroom by a pack of
mushroom powder quick soup. Same great result.
I used a packet of EasyMac from Craft, and a can of tuna with olive oil !
Brabo.",2002-03-13T15:50:27Z,2002-03-13T15:50:27Z
4260,6821,12522,28170,ejnei,5,"Excellent!!  Easy to prepare.  A wonderful dish for lunch, supper, or brunch.  Enjoy!",2002-01-07T13:18:44Z,2002-01-07T13:18:44Z
8417,11397,17943,30954,Brave Noodle njg,4,"alright.  nj ""newbie"" here.  known for my devotion for peanut butter, could not keep this recipe in my cookbook for too long without giving it a try.

first - that silly cross pattern with the fork
tip:  continually rinse off your fork with warm water ever 2 cookies or so, or it will stick and lose that wonderful pattern in a mush of pulled up dough

second - i made my cookies enormous (i only rolled 18).  
tip:  trust me, the WILL expand.  they don't look like it, but they do.  make real spoonfuls, not shovelfuls. 

third - if you are crazy and want enormous cookies, reduce the oven to 300.
tip:  plan an activity to do, these will take longer to cook.  the smell of peanut butter will taunt you.  if you don't keep yourself busy you will be glaring at the oven for 15+ minutes trying to cook them faster with your soul, and it didn't work for me.

fourth - good news!
tip:  the cookies will harden when out of the oven, so you can be slightly impatient and take them out a little early to maintain a soft chewy cookie!  yay!  (maybe the soul glare worked?)

fifth - additions
i agree with other reviews, these cookies would rock even more with other goodies in them like peanut butter chips or oatmeal - i'm going to try that next!",2002-04-03T17:52:40Z,2002-04-03T17:52:40Z
84988,92402,62692,130421,Melnz,0,"I adapted this recipe to recycle one of my cooking disasters, namely a flat sponge cake.  Together with some homemade lemoncello substatuted for the rum, this dessert was excellent.",2004-03-08T21:54:38Z,2004-03-08T21:54:38Z
55789,61796,67429,96658,Selene,5,"I tried this recipe using pork loin chops (2) and substituting 1/4 cup of Realime for the limeade concentrate- and it still came out delish.

I used plain olive oil, though I was wondering if you used extra virgin or perhaps some other sort?

Anyways, this is a very nice recipe.  Two thumbs up!
                 -The Starblade",2003-07-30T17:33:35Z,2003-07-30T17:33:35Z
74915,81857,49017,103377,sskelmar,5,"Very good trifle, easy to make.  I didn't have chocolate pudding so I used vanilla with a cup of chocolate chips added.",2004-01-01T11:47:27Z,2004-01-01T11:47:27Z
8706,11707,20535,32365,aemilehi,5,"Yum, yum, yum!! This was so good and so authentic! The layers of flavor were quite intriguing and before you know it the bowl is empty! This recipe made plenty for two. The only thing I did add was a tablespoon of ketjap manis because it wasn't really balanced to my palate with just the sugar.",2002-04-08T15:29:22Z,2002-04-08T15:29:22Z
29774,34326,20535,48889,aaauger,3,This didn't taste like Pad Thai that I've had. I think it had too much ketchup and fish sauce flavor. I also expected eggs.,2002-12-13T17:58:45Z,2002-12-13T17:58:45Z
2660,4907,9713,22475,Mom of Chef Mark,5,"Excellent!  This one was quite a hit for our ""dip as you can"" dinner on Halloween night while we served candy to the goblins at the front door.

My one comment on this area of recipezaar in general...WHERE ARE THE LOW CARB FOODS?  None of these are low carb so far, though if you left off the chips on this one, it might come close.  However, it'd be too rich to handle.",2001-11-01T10:30:08Z,2001-11-01T10:30:08Z
92934,100750,52168,138429,Dotty2,5,Delicious!!!!!. I tried it before having it for a dinner party  that I will have in a couple of weeks. It will be on my salad table for sure. It will be nice to prepare the day before. I can't wait to serve it. Thank-you!!!! Dottie,2004-04-29T11:12:50Z,2004-04-29T11:12:50Z
38814,43816,53039,32792,Jade McLaren,0," Hiya,
 
Just wanted to let you know that the correct name is actually
""Gomashio"" the ""Goma"" means seasame seeds and the ""Shio"" means salt in Japanese.I have lived in Japan and found this gomashio to be the yummiest thing
ever! I put it on everything. :)

",2003-03-05T21:17:50Z,2003-03-05T21:17:50Z
35096,39922,36668,61712,Michaela,5,"This was a delicious fruit salad. Wonderful combination of different fruits and that ooey-gooey peach pie filling makes it taste more like a dessert. My family, kids included, thought this was the bomb. Thanks for a quick, easy, and yummy fruit salad.",2003-01-31T21:55:09Z,2003-01-31T21:55:09Z
31456,36124,15014,63630,CrystalA,5,Yeh they do need to be baked at 300 for about 20 minutes for me.  They tasted nice and pepperminty.  I dont really care to much for these type of cookies but these were the best of them that I have had.  My son liked them too!,2002-12-31T00:41:30Z,2002-12-31T00:41:30Z
69055,75730,66827,12481,Wenstar,4,The shrimp was very tasty. There really wasn't a sauce to go with these shrimp (it was dry) and my family asked me where the dressing was for the salad greens.I think it is a good curried shrimp dish but if I make it again as a salad I will add a litle coconut milk to make it a little saucier to flavor the salad greens.,2003-11-16T13:33:34Z,2003-11-16T13:33:34Z
77768,84848,44334,72489,Luby Luby Luby,4,This soup does indeed taste like enchiladas.  It is very easy to make and has a very good flavor.  We enjoyed this as a nice change of pace from the usual soups.,2004-01-19T18:45:23Z,2004-01-19T18:45:23Z
11832,15046,17933,10802,David Peterson,4,I added some garlic and it was delicious.,2002-05-25T13:01:33Z,2002-05-25T13:01:33Z
19959,23749,10482,51489,cookie j,5,"My mother never cooked with a recipe, just used her memory.  (Which is how she taught me to cook).  It was difficult for me to remember all of the recipes that she taught me.  I have serched for twenty-four years for this rice pudding recipe.  Thank you Christine for posting it.  I  could not remember just want went into to the rice pudding.  Then I saw your recipe.  I thought that I would try just one more time.  Now I have the recipe!  Thank you, thank you, thank you!!!  It is just as I remember it.   I will be forever greatful to you, and to recipezaar, for giving me MY comfort food.",2002-09-09T17:21:20Z,2002-09-09T17:21:20Z
22062,25981,10881,14141,Lawrence,5,"As usual, this was great! My girlfriend and myself injoyed this recipe. But knowing Kim, I was not supprised. You are a great Chef!",2002-09-27T09:52:40Z,2002-09-27T09:52:40Z
40633,45694,56308,34280,wildheart,0,Now I know why I didn't have any cornflakes for years.......ROFL....,2003-03-20T16:02:34Z,2003-03-20T16:02:34Z
49384,54903,32454,49856,Heidi in Wisconsin,4,"Very tasty and very easy to make. It took about 45 minutes in my oven, with 10 minutes prep-time. A sweet treat!
We really enjoyed this recipe. Thanks!",2003-06-08T04:40:55Z,2003-06-08T04:40:55Z
66603,73134,33921,40525,jellie,5,"Wow...if this stuff wasn't so darn filling I would have eaten the whole thing!  I used just over a cup of lentils I had already cooked in the fridge, and halved the rest of the ingredients.  I admit I added the celery and bbq sauce as well, but I'm sure it wasn't needed.  I will be making this again and again...",2003-10-28T15:12:12Z,2003-10-28T15:12:12Z
86995,94525,63086,41578,Merlot,5,"While visiting friends in Albuquerque, I made this dip for our happy hour.  What a lovely fresh-tasting dip.  I used Roma tomatoes but only 2 green onions because that is all I had.  It was perfect!  This is a quick and easy dip to prepare and ohhhh so good.  Thanks again, Chicagopm for yet another great reacipe.
",2004-03-22T07:52:28Z,2004-03-22T07:52:28Z
13512,16837,24760,37640,Angela Curtis,4,"This was pretty good.  My two year old liked it and I liked it, but my husband didn't.  I ate it on top of long grain brown rice.",2002-06-17T18:14:20Z,2002-06-17T18:14:20Z
45052,50374,59452,51292,Babyoil,4,"Jan, this was a good dish and extremely filling.  Hubby and I were greedy and ate most of it in one sitting.  The only problem we had was that we found it to be awfully salty.  Do you think if I soaked the salmon in water for a bit that it would help?  I used shallots instead of green onions since shallots are growing in the garden. They were just fine in the recipe. We also topped some with sour cream to try that out. Yum! We are going to make again since this is such a great brunch dish. Thanx!",2003-04-25T03:55:03Z,2003-04-25T03:55:03Z
28978,33496,25723,58619,loriyeargan,4,"I made these the other morning to take to work.  They were a hit!  
They were really easy to make.
The only thing I will change when I make them again would be to spread some butter over the dough before I sprinkle the cinnamon and sugar.
",2002-12-05T11:05:48Z,2002-12-05T11:05:48Z
60119,66338,38641,29813,Lisa in Oregon,5,excellent!! I love the idea of putting the brownsugar and the ketchup on the bottom. This was awsome!!,2003-09-05T14:54:28Z,2003-09-05T14:54:28Z
65774,72254,68999,101034,Boca Pat,5,"This was incredible!!! The two of us gobbled it all up. I followed the recipe exactly, didn't change a thing. I can't wait to make it again. It was so good & different. Thanks Lane",2003-10-21T18:00:52Z,2003-10-21T18:00:52Z
78495,85602,81048,123240,GrillBillie,0,"I've made a recipe similar using 3/4 ground beef and 1/4 ground pork.  I also add 2 TBSP finely chopped fresh basil.  I roll into the center of each ""burger"" sliced feta cheese and broil or fry on a grill pan.  The added flavor of basil and feta is really yummy!",2004-01-24T15:26:46Z,2004-01-24T15:26:46Z
73684,80553,53914,102859,MNLisaB,5,"WOW! Outstanding flavor for a mild fish like tilapia. My fillets were thin, so I baked them the minimal time, and the sauce baked on nice and golden and quite delish. Of the 7 fillets we had, DH inhaled 5, good thing the kids had made other plans. Will most definitely be making again so the kids can savor as well.",2003-12-23T15:59:02Z,2003-12-23T15:59:02Z
14577,18003,28932,45050,Joy_Bells,5,If you don't have whipping cream a package of dream whip works well.,2002-07-03T16:34:12Z,2002-07-03T16:34:12Z
39046,44056,30694,60221,ainsleydoll,5,"We did these on the grill along with our kebobs. They turned out terrific. 40 minutes cooking time was what it took and the potatoes were tender. Very tasty and so easy. A great side dish for anything grilled. More cheese is a good idea, too. Thanks for a great recipe.",2003-03-07T21:18:41Z,2003-03-07T21:18:41Z
76699,83724,8987,69267,Mom of Five,5,"This was great, although I had to change things around a bit as I had chicken that was already spicy. So I halved the horseradish and lemon juice. This was so delicious! Thank you!",2004-01-12T14:28:14Z,2004-01-12T14:28:14Z
91237,98981,53385,137588,dojustice,5,"This was exceptional! We're low carb and I make them with heavy cream replacing the milk. They are just delicious! They're so easy I use this recipe a couple of times a month now. They make a great appetizer or breakfast. They are very good left over, too. Just zap a bar in the microwave for a few seconds in the morning and you're on your way. ",2004-04-17T21:24:25Z,2004-04-17T21:24:25Z
84962,92373,50338,101376,Marlene.,5,"5 stars for taste... ease of preperation .. and POINTS!! :-) 

One side benefit I got from this ... I had NO CLUE I liked black beans!! MAN are those good!!! :) 

Thanks for posting this! ",2004-03-08T19:11:23Z,2004-03-08T19:11:23Z
46044,51415,31647,52448,PetsRus,5,Was curious about this dip because it used Cheese Wiz. I used fresh garlic and I added a small tin chopped chilies. All I can say is that we enjoyed it!,2003-05-06T03:25:27Z,2003-05-06T03:25:27Z
41876,46977,46079,52282,chia2160,4,"i have made 2 of these-one for a gift, one to taste--  the taste was fine, and it does look lovely as a gift too",2003-03-30T11:48:44Z,2003-03-30T11:48:44Z
84173,91552,17382,124662,federico,5,"This turned out to be very tasty indeed.  I made it with 2 large (about 1.5 pounds total) sweet potatoes instead of boiling potatoes (much more flavor, and healthier too!), and added about 2 cups of Chick peas.  I nearly trippled all of the spices, and added 1 cup of water rather than 1/4.  I was a little concerned that there did nto seem to be much sauce, but it was plenty flavorful over rice.  Overall - delicious!",2004-03-03T18:34:05Z,2004-03-03T18:34:05Z
20553,24391,22782,32280,sarah.zar,5,Really great recipe.100%iatlian spagetti sauce.All the members of my family loved it and asked me to prepare it frequently .Thank you for sharing.,2002-09-12T18:04:52Z,2002-09-12T18:04:52Z
46111,51484,51209,58339,Evamyth,4,"I've made three times now. The first time I felt the baking soda gave it a bit of bitterness so the next 2 times I increased the garlic and onion powder. Now I make it with 1 tsp each garlic and onion and it tastes good. Also, I roll out the dough 'cuz I can't do that dough throwing thing you see on tv and it worls great for me. I like my pizza more ""toasted"" so I cook it at 400 degrees. 
UPDATE
I no longer use this recipe. My breadmachine takes 2 hours to make dough. I've found another recipe that I can make by hand in about 10 minutes plus 30 minutes rise time. ",2004-01-21T14:49:51Z,2004-01-21T14:49:51Z
60642,66893,61996,67899,Kree6528,5,"What a simple and delicious dish! I made this for dinner tonight using soy milk and soy cheese in place of the dairy ingredients, and it was so yummy! It's even better than pizza! I'll definitely be making this one again.",2003-09-09T15:56:37Z,2003-09-09T15:56:37Z
46554,51944,2713,47761,HisMonie,4,"Made this for dinner last night,  and well . . I had to jazz the flavor up a bit.  It was a little too bland for my family, so I added (to already inclusive 46 ounce V-8 juice) two cups of Spicy Hot V-8, two T. of Pickapeppa sauce and 1/2 cup quick pearl barley.  Next time, I will add an extra 1/2 lb. of hamburger, and 4 potatoes instead of three.  I had made some classic white bread in the bread machine, served it with this soup, and man o'man, was it ever good!!

It was a great supper, and I'll definitely make it again!  Thanks, Bob Ross!!  :-)",2003-05-11T09:11:51Z,2003-05-11T09:11:51Z
21562,25460,28348,53123,angelfan,5,I had to come back and say this was a big hit! i should not have said i am going to try it but waited till i made it to post a review. It was GOOD!,2003-03-02T02:29:52Z,2003-03-02T02:29:52Z
12812,16082,17386,17271,jiminycub,5,"Loved this recipe.  Would greatly like for you to send me the 7 day diet plan that goes along with it.

Thanks

Raymond",2002-06-08T16:09:20Z,2002-06-08T16:09:20Z
47837,53295,62751,22970,clawd rains,5,Very easy a wonderful addition to family get togethers or pot luck lunchens.,2003-05-23T09:21:10Z,2003-05-23T09:21:10Z
20000,23793,37235,35965,Cindy Lynn,5,"I substituted fresh red potatoes shredded and partially cooked (hash brown like) for the tator tots. (Only because I'm not in to prepackaged foods.)  It was delicious! DH and I both agreed we will definitely be having this one again.  In fact, he specifically said, ""I sure hope you make this one a lot.  It's really good!""  Thanks for sharing this recipe Mark!!",2002-09-09T17:39:04Z,2002-09-09T17:39:04Z
19267,23007,29833,9580,Richard-NYC,5,"It always amazes me the flavor a can of soup packs.  These steaks were wonderful.  Savory, moist, and delicious.  Thanks for posting---A keeper!",2002-08-30T19:21:28Z,2002-08-30T19:21:28Z
83845,91211,39817,72370,Lillian Martinez,5,"This is a mighty dangerous little potion, but very delicious and what I would call a girl drink. My girl friends and I got together (husbands had the kids) and had a blast while getting lit on these martinis. Thanks for the recipe.",2004-03-01T11:48:12Z,2004-03-01T11:48:12Z
25649,29989,26871,53053,Penny R,2,"I found the flavor of this recipe to be extremely rich.  I followed the recipe exactly and just felt like the lemon and the cooking wine were overbearing.  I will definitely try this again, but next time I would use half as much lemon juice and half as much wine.  I served this over ziti noodles.  ",2002-11-01T18:06:37Z,2002-11-01T18:06:37Z
9416,12458,18985,37931,PAT IN TEXAS,5,"This is a wonderful different dish.  We really enjoyed it.  I used Italian Green Beans and made a little extra so added a can of mushroom garlic soup with the golden mushroom soup.  I will make it for company and know everyone will enjoy it.  

Pat in Texas",2002-04-20T19:19:29Z,2002-04-20T19:19:29Z
56147,62176,27372,87144,LeahG,5,soooooooo good. nice and moist and the cake was just sweet enough and let the flavor of the blackberries take over.  ,2003-08-03T12:00:03Z,2003-08-03T12:00:03Z
15893,19421,30488,31261,Teresa M,5,"OMG Sue, this was GREAT!  It sounded too easy, but it made a Wonderful Dressing, Great Taste! Thanks!!",2002-07-23T17:57:11Z,2002-07-23T17:57:11Z
64610,71042,32548,107144,modmomm,4,I'm surprised no-one mentioned the omission of water?? I thought the sauce was way too thick when it was simmering...added about 1 cup water. I also added the italian ssng to the the ricotta mixture. End results still could have had more though. My problem is....I'm trying to find a lasagna that I had when I was a kid at my parents friends house.Haven't found it yet...but I still give this one 4 stars. Thanx.,2003-10-12T18:23:36Z,2003-10-12T18:23:36Z
66114,72618,42532,109402,Didi11,5,"These were great!  I only had mozarella and cheddar on hand but will definitely make again using the swiss & parmesan.
Very easy (no flour to cook) to make & clean up!",2003-10-24T16:55:30Z,2003-10-24T16:55:30Z
4269,6834,10095,21752,Mirj2338,5,"I was feeding sissies, so I cut back on the heat.  I also substituted pastrami for the bacon, and it was Jewish chili heaven!",2002-01-07T13:18:51Z,2002-01-07T13:18:51Z
46798,52200,55792,52176,Meg G,5,Don't know why my rating didn't show up in my review.  Sorry.  Pardon the delay.,2003-08-17T18:30:05Z,2003-08-17T18:30:05Z
47437,52870,18266,13029,Musical Joy,4,"Very easy to prepare, quick and tasty. I used 3 TBLS. butter, 1 TBLS. lemon juice, 2 small chicken breasts (cubed and sauteed in butter and garlic) and 8 oz. linguine. This made 3 decent-sized servings, so I think the recipe posted may not serve quite 4 people. This was very kid-pleasing too. Thanks for sharing!",2003-05-19T16:25:34Z,2003-05-19T16:25:34Z
42296,47415,23227,54678,karen in tbay,3,Added 1/4 cup parmesan cheeze. Nice variation. Next time will try other herbs.,2003-04-02T16:30:51Z,2003-04-02T16:30:51Z
86547,94044,7435,122001,John Sauerbeck,5,This worked great!  I combined the brisket through to the bay leaves and marinated it over nigh.  The next day I used fresh ingredients.  It turned out great.,2004-03-19T08:17:22Z,2004-03-19T08:17:22Z
76974,84016,37855,27678,Sackville,5,"Yum, yum, yum!! This is such an easy supper. I actually made SueL's Spicy Thai Noodles (recipe 64290) to go with this soup, but I think it could be a light meal on its own. I have to admit I was a bit worried about halfway through cooking the soup as it didn't seem to have much flavour, but the fish sauce and cilantro really brought it to life. I also added a few frozen peas. Thanks Sue!!",2004-01-14T10:52:33Z,2004-01-14T10:52:33Z
90140,97828,29742,51109,Vina7737,4,"This is so good!  I cut the recipe in half, except for the avocados just because I had two that were ripe.  I had to guess at the size bottle of Clamato juice to use, but just ended up using 1/2 cup--turned out to be the perfect amount.  I also added the cilantro to the mixture and used the juice of 1/2 lemon and 1/2 lime. I also didn't use anywhere near 1/2 a bunch of celery as I thought it would be way too much; just used two stalks.  The taste of this is definitely 5*'s but the directions left me guessing a little too much.  I'll be making this a lot this summer!",2004-04-11T16:50:44Z,2004-04-11T16:50:44Z
94407,102310,69131,93006,LorenLou,5,"Not only does this recipe make a beautiful presentation, it is a  wonderful taste treat as well.  The cream cheese/Cool Whip concoction adds the extra yum factor to what would basically be strawberry shortcake.  But this is no ordinary shortcake!  Easy to prepare and definitely a new addition to my ""permanent"" recipe file!  Not only did I use low fat cream cheese and cool whip, but also used sugar-free angel food cake and strawberry glaze too.  Enjoy this delicious treat!",2004-05-10T06:51:50Z,2004-05-10T06:51:50Z
